"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",341.987544248612,91.517178448045,3.73686722042858,0.000186327252587769,169.301228794198,522.836490537467
"Datum_1",-0.0169709641606209,0.00453849620072214,-3.73933642555889,0.000184506662100855,-0.0259398105213815,-0.00840727429002685
