"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.0805779593606196,0.073935369251476,1.08984319922107,0.275782220950236,-0.0662966141871939,0.223666229370295
"podil_tezby",-2.43209495155488,0.464375175637817,-5.23734919338531,1.62899308511356e-07,-3.39253749639937,-1.56813769332931
