"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.0401972870674154,0.102842834451863,0.390861330122425,0.695899738787828,-0.156813777140129,0.240900085203965
"podil_souse",-13.0798628020413,3.69654002326748,-3.53840692098867,0.00040254917627669,-20.6736095432078,-6.44422057602069
