"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.0686644147948561,0.0746923918848803,0.919295969269335,0.357940785543487,-0.0794960099760028,0.213394651164645
"podil_kalamity",-1.91878865140478,0.377034801716322,-5.08915527869085,3.59662023235626e-07,-2.69947452677458,-1.21976948944931
