"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-0.368688218804967,0.0647712834567338,-5.69215552214965,1.25445509351114e-08,-0.497934460590681,-0.24393852114348
"Pocet_nalezu",0.0855418879269464,0.015403315597986,5.55347239253679,2.80049912204908e-08,0.0534198284712174,0.114003724760062
